Order Date,Region,Category,Sub-Category,Sales,Profit
2016-08-08,South,Office Supplies,Fasteners,23.34,0.2334
2016-08-08,West,Furniture,Tables,513.024,12.8256
2016-08-08,West,Office Supplies,Appliances,487.92,136.6176
2016-08-08,West,Office Supplies,Binders,15.24,5.334
2016-08-09,South,Office Supplies,Appliances,569.536,64.0728
2016-08-09,South,Office Supplies,Binders,16.218,-10.9566
2016-08-09,South,Office Supplies,Paper,30.816,9.63
2016-08-09,South,Technology,Phones,44.784,4.4784
2016-08-11,Central,Office Supplies,Binders,119.42,54.9332
2016-08-11,Central,Office Supplies,Paper,32.4,15.552
2016-08-12,Central,Office Supplies,Paper,6.48,3.1104
2016-08-12,Central,Technology,Accessories,1399.944,52.4979
2016-08-12,East,Furniture,Chairs,145.764,-8.098
2016-08-12,East,Furniture,Tables,209.148,-66.2302
2016-08-12,East,Office Supplies,Art,37.312,2.7984
2016-08-12,East,Office Supplies,Storage,1591.02,286.3836
2016-08-12,South,Furniture,Tables,562.2925,-255.5875
2016-08-13,Central,Furniture,Bookcases,241.96,24.196
2016-08-13,Central,Office Supplies,Appliances,58.924,-153.2024
2016-08-13,Central,Office Supplies,Binders,8.52,4.1748
2016-08-13,Central,Office Supplies,Supplies,185.376,-34.758
2016-08-13,South,Office Supplies,Appliances,17.34,4.6818
2016-08-13,South,Office Supplies,Binders,33.552,2.476799999999999
2016-08-13,South,Office Supplies,Labels,103.6,51.8
2016-08-13,South,Office Supplies,Paper,10.272,3.21
2016-08-13,South,Technology,Accessories,71.98,15.1158
2016-08-14,East,Technology,Accessories,279.96,48.993
2016-08-14,East,Technology,Phones,507.084,-105.7484
2016-08-14,South,Office Supplies,Paper,15.552,5.4432
2016-08-14,West,Office Supplies,Paper,15.54,7.6146
2016-08-14,West,Technology,Machines,105.552,35.6238
2016-08-15,South,Furniture,Chairs,225.296,22.5296
2016-08-15,South,Technology,Phones,705.544,70.5544
2016-08-15,West,Furniture,Furnishings,312.03,43.6842
2016-08-15,West,Office Supplies,Appliances,122.328,12.2328
2016-08-15,West,Office Supplies,Binders,18.882,-13.8468
2016-08-15,West,Office Supplies,Labels,3.15,1.512
2016-08-15,West,Office Supplies,Paper,37.52,18.0096
2016-08-15,West,Office Supplies,Storage,17.94,3.0498
2016-08-15,West,Technology,Phones,237.576,17.5476
2016-08-16,West,Furniture,Tables,161.28,12.096
2016-08-16,West,Office Supplies,Envelopes,10.86,5.1042
2016-08-16,West,Office Supplies,Paper,32.4,15.552
2016-08-17,West,Office Supplies,Binders,15.712,5.6956
2016-08-18,Central,Furniture,Furnishings,14.896,-5.9584
2016-08-18,Central,Office Supplies,Binders,2.068,-3.4122
2016-08-18,Central,Office Supplies,Paper,83.84,30.392
2016-08-18,East,Office Supplies,Appliances,355.32,99.4896
2016-08-18,East,Technology,Phones,39.99,11.5971
2016-08-19,East,Office Supplies,Binders,448.792,154.1413
2016-08-20,Central,Technology,Phones,14.78,3.9906
2016-08-21,East,Furniture,Chairs,573.174,63.686
2016-08-21,East,Furniture,Tables,815.292,-339.705
2016-08-21,South,Office Supplies,Labels,9.216,3.3408
2016-08-21,South,Office Supplies,Supplies,28.048,3.506
2016-08-21,West,Furniture,Tables,2887.056,180.441
2016-08-21,West,Office Supplies,Binders,46.111999999999995,16.456
2016-08-21,West,Office Supplies,Paper,60.480000000000004,27.6048
2016-08-21,West,Technology,Accessories,254.97,91.7892
2016-08-21,West,Technology,Phones,123.94399999999999,-28.686999999999998
2016-08-22,Central,Office Supplies,Binders,4.312,-6.8992
2016-08-22,East,Office Supplies,Appliances,113.552,8.5164
2016-08-22,East,Office Supplies,Binders,3.318,-2.6544
2016-08-22,East,Office Supplies,Envelopes,134.288,45.3222
2016-08-22,West,Furniture,Furnishings,98.328,9.8328
2016-08-22,West,Office Supplies,Art,5.76,1.6704
2016-08-22,West,Office Supplies,Binders,26.352,-18.4464
2016-08-22,West,Office Supplies,Paper,19.44,9.3312
2016-08-23,Central,Furniture,Furnishings,22.608,-10.1736
2016-08-23,Central,Office Supplies,Labels,62.790000000000006,29.259300000000003
2016-08-23,Central,Office Supplies,Storage,742.2660000000001,-168.5412
2016-08-23,Central,Technology,Accessories,668.38,-32.429
2016-08-23,East,Office Supplies,Appliances,1040.8,281.016
2016-08-23,East,Office Supplies,Art,50.64,16.6548
2016-08-23,West,Furniture,Chairs,532.704,-39.9528
2016-08-23,West,Office Supplies,Appliances,43.1,11.206
2016-08-23,West,Office Supplies,Envelopes,135.9,63.873
2016-08-23,West,Office Supplies,Paper,34.68,16.9932
2016-08-23,West,Office Supplies,Supplies,15.88,0.1588
2016-08-23,West,Technology,Machines,837.6,62.82
2016-08-26,Central,Furniture,Chairs,1024.716,-29.2776
2016-08-26,Central,Furniture,Tables,447.84,98.5248
2016-08-26,Central,Office Supplies,Art,8.64,2.5056
2016-08-26,Central,Office Supplies,Paper,11.56,5.6644
2016-08-26,Central,Technology,Accessories,687.924,222.0561
2016-08-26,Central,Technology,Phones,209.97,58.7916
2016-08-26,East,Office Supplies,Art,5.472,1.6416
2016-08-26,East,Office Supplies,Binders,146.688,45.84
2016-08-26,East,Technology,Accessories,297.93399999999997,100.6781
2016-08-26,East,Technology,Phones,33.0,8.25
2016-08-26,South,Furniture,Furnishings,186.54,41.0388
2016-08-26,South,Office Supplies,Paper,31.008,11.2404
2016-08-26,West,Furniture,Chairs,1603.136,100.196
2016-08-26,West,Office Supplies,Art,8.26,3.7996
2016-08-26,West,Office Supplies,Fasteners,10.23,4.9104
2016-08-26,West,Office Supplies,Paper,161.38,72.8154
2016-08-27,Central,Office Supplies,Paper,88.072,30.794800000000002
2016-08-27,Central,Office Supplies,Storage,14.16,1.062
2016-08-27,Central,Office Supplies,Supplies,106.688,-4.7416
2016-08-27,East,Furniture,Tables,244.615,20.967
2016-08-27,East,Office Supplies,Binders,29.0,13.92
2016-08-27,East,Office Supplies,Fasteners,11.68,5.256
2016-08-27,East,Office Supplies,Paper,204.51,96.94829999999999
2016-08-27,East,Technology,Phones,59.97,28.7856
2016-08-27,South,Office Supplies,Labels,9.216,3.3408
2016-08-28,Central,Furniture,Bookcases,156.3728,-52.8908
2016-08-28,Central,Office Supplies,Binders,23.164,-38.220600000000005
2016-08-28,East,Office Supplies,Binders,18.432,-12.288
2016-08-28,West,Office Supplies,Paper,15.48,5.6115
2016-08-28,West,Technology,Phones,108.576,8.1432
2016-08-29,Central,Office Supplies,Binders,1.788,-3.0396
2016-08-29,Central,Office Supplies,Paper,64.624,22.6184
2016-08-29,Central,Technology,Accessories,95.976,-10.7973
2016-08-29,East,Furniture,Bookcases,163.88,-81.94
2016-08-29,East,Furniture,Tables,241.92,-56.448
2016-08-29,East,Office Supplies,Binders,3.486,-2.7888
2016-08-29,East,Office Supplies,Fasteners,10.584,-2.3814
2016-08-29,East,Office Supplies,Supplies,27.93,8.0997
2016-08-29,East,Technology,Phones,22.0,5.5
2016-08-30,East,Furniture,Chairs,786.744,-258.5016
2016-08-30,East,Office Supplies,Binders,37.764,-27.6936
2016-08-30,East,Office Supplies,Labels,100.24,33.831
2016-08-30,East,Office Supplies,Storage,54.224,3.389
2016-08-30,East,Technology,Phones,290.898,-67.8762
2016-08-30,West,Furniture,Furnishings,47.04,15.9936
2016-08-30,West,Technology,Phones,339.96,42.495
2016-08-31,Central,Office Supplies,Storage,23.968,2.3968
2016-09-01,Central,Office Supplies,Appliances,376.74,71.162
2016-09-01,Central,Office Supplies,Art,11.96,2.99
2016-09-01,Central,Office Supplies,Binders,80.02,38.2228
2016-09-01,Central,Technology,Phones,8.78,2.2828
2016-09-01,East,Furniture,Furnishings,191.82,61.3824
2016-09-01,East,Office Supplies,Binders,4358.215999999999,1416.4964
2016-09-01,East,Office Supplies,Fasteners,16.688,5.4236
2016-09-01,East,Office Supplies,Paper,104.16,44.5356
2016-09-01,East,Office Supplies,Supplies,10.95,3.285
2016-09-01,East,Technology,Accessories,548.17,239.0662
2016-09-01,East,Technology,Phones,23.988,-4.7976
2016-09-01,West,Office Supplies,Envelopes,34.66,16.691
2016-09-02,Central,Furniture,Furnishings,84.272,-75.8448
2016-09-02,Central,Office Supplies,Binders,16.868000000000002,-9.4602
2016-09-02,Central,Office Supplies,Fasteners,1.81,0.6516
2016-09-02,Central,Office Supplies,Labels,29.24,9.8685
2016-09-02,Central,Office Supplies,Storage,35.168,-8.3524
2016-09-02,Central,Technology,Accessories,159.56,33.9065
2016-09-02,Central,Technology,Machines,1362.9,-19.47
2016-09-02,East,Furniture,Furnishings,39.98,9.995
2016-09-02,East,Office Supplies,Art,75.48,19.6248
2016-09-02,South,Furniture,Tables,472.518,-149.6307
2016-09-02,South,Office Supplies,Appliances,309.456,34.8138
2016-09-02,South,Office Supplies,Art,19.456,3.4048
2016-09-02,South,Office Supplies,Binders,40.131,-30.1931
2016-09-02,South,Technology,Accessories,1012.68,303.804
2016-09-02,West,Furniture,Chairs,215.976,-2.6997
2016-09-02,West,Furniture,Furnishings,94.68,31.2444
2016-09-02,West,Furniture,Tables,568.728,28.4364
2016-09-02,West,Office Supplies,Art,18.69,5.2332
2016-09-02,West,Office Supplies,Binders,7.312,2.5592
2016-09-02,West,Office Supplies,Envelopes,65.94,30.9918
2016-09-02,West,Office Supplies,Storage,70.2,13.044599999999999
2016-09-02,West,Technology,Copiers,999.98,449.991
2016-09-02,West,Technology,Phones,1091.168,68.198
2016-09-03,Central,Furniture,Bookcases,198.744,0.0
2016-09-03,Central,Furniture,Furnishings,83.952,-90.2484
2016-09-03,Central,Office Supplies,Binders,8.808,-14.9736
2016-09-03,Central,Office Supplies,Storage,54.5,14.17
2016-09-03,East,Furniture,Bookcases,344.94,31.0446
2016-09-03,East,Furniture,Furnishings,14.76,4.2804
2016-09-03,East,Office Supplies,Binders,1154.23,-755.1104
2016-09-03,East,Office Supplies,Labels,58.48,27.4856
2016-09-03,East,Office Supplies,Paper,79.12,33.3766
2016-09-03,East,Technology,Phones,280.782,-46.797
2016-09-03,South,Office Supplies,Binders,87.28,41.0216
2016-09-04,Central,Office Supplies,Art,66.288,8.0442
2016-09-04,Central,Office Supplies,Envelopes,16.56,7.7832
2016-09-04,Central,Office Supplies,Storage,535.41,160.623
2016-09-04,Central,Technology,Accessories,279.95,67.188
2016-09-04,East,Furniture,Furnishings,63.94,24.9366
2016-09-04,East,Office Supplies,Binders,60.6,20.4525
2016-09-04,East,Office Supplies,Supplies,22.72,6.5888
2016-09-04,South,Furniture,Furnishings,42.6,16.614
2016-09-04,South,Office Supplies,Appliances,87.168,8.7168
2016-09-04,South,Office Supplies,Art,37.024,10.8672
2016-09-04,South,Office Supplies,Binders,113.94,54.6912
2016-09-04,South,Office Supplies,Paper,251.692,119.0748
2016-09-04,South,Office Supplies,Storage,129.92,5.1968
2016-09-04,West,Furniture,Furnishings,24.27,8.7372
2016-09-04,West,Technology,Copiers,2799.96,944.9865
2016-09-05,Central,Furniture,Chairs,590.742,4.309799999999999
2016-09-05,Central,Furniture,Furnishings,33.424,-7.9962
2016-09-05,Central,Office Supplies,Appliances,62.79,-166.3935
2016-09-05,Central,Office Supplies,Art,107.94,26.985
2016-09-05,Central,Office Supplies,Fasteners,44.248000000000005,9.6012
2016-09-05,Central,Office Supplies,Labels,22.05,10.584
2016-09-05,Central,Office Supplies,Paper,136.89600000000002,58.2084
2016-09-05,Central,Office Supplies,Storage,359.346,26.445300000000003
2016-09-05,Central,Technology,Phones,278.4,80.736
2016-09-05,East,Furniture,Chairs,1043.763,-83.9325
2016-09-05,East,Furniture,Furnishings,141.048,21.9996
2016-09-05,East,Office Supplies,Art,7.872,0.5904
2016-09-05,East,Office Supplies,Binders,27.363,-21.279899999999998
2016-09-05,East,Office Supplies,Paper,192.16,92.2368
2016-09-05,East,Technology,Phones,43.6,12.208
2016-09-05,South,Furniture,Tables,1652.94,314.0586
2016-09-05,South,Office Supplies,Binders,86.058,-63.1092
2016-09-05,South,Office Supplies,Envelopes,23.472,7.6284
2016-09-05,South,Office Supplies,Labels,25.06,11.7782
2016-09-05,South,Office Supplies,Paper,10.272,3.21
2016-09-05,South,Technology,Phones,108.784,6.799
2016-09-05,West,Office Supplies,Binders,11.68,3.942
2016-09-05,West,Office Supplies,Fasteners,4.36,1.7876
2016-09-05,West,Office Supplies,Paper,96.08,46.1184
2016-09-05,West,Technology,Accessories,116.0,29.0
2016-09-06,Central,Office Supplies,Appliances,77.88,22.5852
2016-09-06,Central,Office Supplies,Paper,41.92,15.196
2016-09-06,Central,Office Supplies,Storage,10.784,0.8088
2016-09-06,Central,Technology,Phones,329.584,37.0782
2016-09-06,East,Furniture,Bookcases,722.352,90.294
2016-09-06,East,Technology,Accessories,31.86,11.151
2016-09-06,South,Office Supplies,Binders,3.204,-2.4564
2016-09-06,South,Office Supplies,Envelopes,95.952,29.985
2016-09-08,Central,Furniture,Bookcases,2396.2656,-317.1528
2016-09-08,Central,Furniture,Furnishings,14.136,-7.7748
2016-09-08,Central,Furniture,Tables,601.47,-300.735
2016-09-08,Central,Office Supplies,Art,70.368,6.1572
2016-09-08,Central,Office Supplies,Storage,167.088,-29.1888
2016-09-08,Central,Technology,Accessories,57.584,0.7198
2016-09-08,Central,Technology,Phones,59.96,21.7355
2016-09-08,East,Furniture,Bookcases,173.94,13.9152
2016-09-08,East,Office Supplies,Appliances,207.48,62.244
2016-09-08,East,Office Supplies,Labels,14.76,6.9372
2016-09-08,South,Office Supplies,Paper,64.704,23.4552
2016-09-08,South,Technology,Accessories,35.168,8.3524
2016-09-08,West,Furniture,Furnishings,43.13,14.6642
2016-09-08,West,Furniture,Tables,146.04,-12.7785
2016-09-08,West,Office Supplies,Art,14.88,3.72
2016-09-08,West,Office Supplies,Binders,100.16,35.056
2016-09-08,West,Office Supplies,Paper,65.11,29.6082
2016-09-08,West,Office Supplies,Storage,261.74,65.435
2016-09-09,Central,Furniture,Furnishings,15.008,-12.0064
2016-09-09,East,Office Supplies,Binders,14.624,5.484
2016-09-09,West,Office Supplies,Binders,55.36,18.684
2016-09-10,Central,Furniture,Tables,300.93,-34.392
2016-09-10,Central,Technology,Phones,719.96,53.997
2016-09-10,East,Office Supplies,Paper,6.69,3.0774
2016-09-10,East,Office Supplies,Storage,59.48,8.922
2016-09-10,South,Office Supplies,Art,67.56,8.445
2016-09-10,South,Technology,Phones,519.68,58.464
2016-09-10,West,Office Supplies,Binders,330.664,108.2782
2016-09-10,West,Office Supplies,Labels,7.38,3.4686
2016-09-10,West,Office Supplies,Paper,81.98,40.1702
2016-09-11,Central,Office Supplies,Binders,1.908,-3.2436
2016-09-11,Central,Office Supplies,Envelopes,99.568,33.6042
2016-09-11,Central,Office Supplies,Labels,6.0,2.1
2016-09-11,Central,Technology,Phones,224.75,62.93
2016-09-11,East,Office Supplies,Binders,22.428,-17.9424
2016-09-11,East,Office Supplies,Paper,8.448,2.64
2016-09-11,East,Office Supplies,Storage,37.52,3.752
2016-09-11,East,Technology,Phones,728.946,-157.9383
2016-09-11,South,Office Supplies,Envelopes,11.09,5.4341
2016-09-11,South,Technology,Copiers,1599.92,751.9624
2016-09-11,West,Office Supplies,Art,2.912,0.91
2016-09-11,West,Office Supplies,Binders,39.872,12.9584
2016-09-11,West,Office Supplies,Paper,37.914,13.824300000000001
2016-09-11,West,Office Supplies,Storage,332.94,6.6588
2016-09-11,West,Technology,Accessories,3347.37,636.0003
2016-09-12,Central,Office Supplies,Paper,68.52,31.5192
2016-09-12,East,Furniture,Furnishings,40.48,14.5728
2016-09-12,South,Furniture,Chairs,1059.12,307.1448
2016-09-12,South,Office Supplies,Fasteners,11.34,5.2164
2016-09-12,South,Office Supplies,Storage,67.9,0.679
2016-09-12,South,Technology,Accessories,20.7,1.656
2016-09-12,West,Furniture,Chairs,549.904,57.7074
2016-09-12,West,Furniture,Furnishings,30.368,5.308400000000001
2016-09-12,West,Office Supplies,Binders,20.704,7.764
2016-09-12,West,Office Supplies,Fasteners,10.47,4.8162
2016-09-12,West,Office Supplies,Labels,17.334,7.2387
2016-09-12,West,Technology,Phones,146.952,9.1845
2016-09-13,Central,Furniture,Furnishings,1336.44,387.5676
2016-09-13,Central,Office Supplies,Appliances,378.0,136.08
2016-09-13,Central,Office Supplies,Labels,14.4,7.056
2016-09-13,Central,Office Supplies,Paper,35.25,17.0964
2016-09-13,Central,Office Supplies,Storage,413.82,101.139
2016-09-13,Central,Office Supplies,Supplies,16.9,5.07
2016-09-13,Central,Technology,Phones,179.92,42.2857
2016-09-14,East,Office Supplies,Binders,673.568,252.588
2016-09-14,East,Technology,Phones,437.85,131.355
2016-09-14,South,Office Supplies,Paper,25.92,12.4416
2016-09-15,East,Office Supplies,Binders,841.568,294.5488
2016-09-15,East,Office Supplies,Paper,5.344,1.8704
2016-09-15,West,Furniture,Tables,1128.39,259.5297
2016-09-15,West,Office Supplies,Art,35.4,13.452
2016-09-15,West,Office Supplies,Binders,69.08,22.451
2016-09-15,West,Office Supplies,Paper,21.4,10.058
2016-09-16,South,Furniture,Chairs,121.78,30.445
2016-09-16,West,Furniture,Bookcases,273.666,-12.8784
2016-09-16,West,Office Supplies,Appliances,17.48,4.5448
2016-09-16,West,Office Supplies,Paper,12.96,6.3504
2016-09-17,Central,Office Supplies,Art,33.4,12.358
2016-09-17,East,Furniture,Furnishings,316.12,101.54560000000001
2016-09-17,East,Office Supplies,Binders,232.4,78.435
2016-09-17,East,Office Supplies,Storage,295.4,-62.7725
2016-09-17,East,Technology,Phones,437.85,131.355
2016-09-17,South,Technology,Machines,396.0,190.08
2016-09-17,West,Furniture,Chairs,113.888,9.9652
2016-09-17,West,Office Supplies,Art,20.1,6.633
2016-09-17,West,Office Supplies,Labels,12.32,5.9136
2016-09-17,West,Office Supplies,Paper,6.48,3.1104
2016-09-17,West,Technology,Phones,179.168,16.197
2016-09-18,East,Furniture,Chairs,731.154,133.29799999999997
2016-09-18,East,Furniture,Furnishings,66.072,27.7152
2016-09-18,East,Office Supplies,Art,2.672,0.3674
2016-09-18,East,Office Supplies,Binders,4.616,1.731
2016-09-18,South,Furniture,Chairs,350.98,84.2352
2016-09-18,South,Furniture,Tables,383.438,-167.3184
2016-09-18,South,Office Supplies,Labels,3.0,1.05
2016-09-18,South,Office Supplies,Paper,13.08,6.0168
2016-09-18,South,Office Supplies,Storage,900.08,117.0104
2016-09-18,West,Furniture,Chairs,1687.096,-49.5239
2016-09-18,West,Office Supplies,Paper,368.91,180.7659
2016-09-18,West,Technology,Phones,239.984,23.9984
2016-09-19,Central,Furniture,Chairs,701.372,-50.098
2016-09-19,Central,Office Supplies,Binders,2.308,-3.462
2016-09-19,East,Furniture,Chairs,872.32,244.2496
2016-09-19,East,Furniture,Furnishings,25.632,3.8448
2016-09-19,East,Office Supplies,Binders,74.97,36.4944
2016-09-19,East,Office Supplies,Paper,17.04,7.668
2016-09-19,East,Office Supplies,Storage,1675.75,499.249
2016-09-19,East,Office Supplies,Supplies,27.93,8.0997
2016-09-19,South,Office Supplies,Supplies,5.04,0.1512
2016-09-19,South,Technology,Accessories,249.95,107.4785
2016-09-19,West,Office Supplies,Binders,20.880000000000003,7.308
2016-09-19,West,Office Supplies,Paper,159.88,73.5448
2016-09-19,West,Office Supplies,Supplies,6.24,1.872
2016-09-20,Central,Office Supplies,Binders,83.7,41.013
2016-09-20,East,Office Supplies,Appliances,393.25,129.7725
2016-09-20,South,Furniture,Chairs,98.392,-11.0691
2016-09-20,South,Furniture,Furnishings,17.088,1.068
2016-09-20,West,Furniture,Bookcases,163.88,40.97
2016-09-20,West,Office Supplies,Art,11.76,3.1752
2016-09-20,West,Office Supplies,Binders,320.62399999999997,104.2028
2016-09-20,West,Office Supplies,Paper,143.31,68.2482
2016-09-22,Central,Furniture,Furnishings,18.96,7.584
2016-09-22,Central,Office Supplies,Paper,71.44,32.8592
2016-09-22,Central,Technology,Phones,97.98,27.4344
2016-09-22,East,Office Supplies,Art,7.872,0.8856
2016-09-22,East,Office Supplies,Envelopes,63.968,19.99
2016-09-22,East,Office Supplies,Labels,16.52,5.369
2016-09-22,East,Office Supplies,Storage,128.34,37.2186
2016-09-22,South,Furniture,Furnishings,13.28,6.3744
2016-09-22,South,Office Supplies,Art,40.776,4.5873
2016-09-22,South,Office Supplies,Binders,7.506,-6.0048
2016-09-22,South,Office Supplies,Labels,16.56,5.796
2016-09-22,South,Technology,Phones,63.936,5.5944
2016-09-22,West,Furniture,Furnishings,68.432,8.554
2016-09-23,East,Furniture,Furnishings,560.704,-18.935200000000002
2016-09-23,East,Office Supplies,Art,4.912,0.307
2016-09-23,East,Office Supplies,Binders,22.729,-6.076
2016-09-23,East,Office Supplies,Paper,11.952,4.0338
2016-09-23,South,Furniture,Chairs,368.97,81.1734
2016-09-23,South,Office Supplies,Storage,118.25,34.2925
2016-09-23,West,Furniture,Chairs,184.752,-20.7846
2016-09-23,West,Office Supplies,Binders,13.216,4.4604
2016-09-23,West,Office Supplies,Envelopes,4.08,1.9176
2016-09-23,West,Office Supplies,Labels,18.9,8.694
2016-09-23,West,Office Supplies,Supplies,13.68,3.6936
2016-09-24,Central,Furniture,Furnishings,127.95,21.7515
2016-09-24,Central,Office Supplies,Binders,448.752,-726.979
2016-09-24,Central,Office Supplies,Paper,6.48,3.1104
2016-09-24,East,Furniture,Chairs,155.372,-13.3176
2016-09-24,West,Furniture,Chairs,563.24,56.324
2016-09-24,West,Furniture,Furnishings,84.64,30.887999999999998
2016-09-24,West,Office Supplies,Envelopes,304.9,143.303
2016-09-24,West,Office Supplies,Paper,41.7,20.85
2016-09-24,West,Office Supplies,Storage,553.016,-92.88579999999999
2016-09-25,Central,Furniture,Chairs,201.96,50.49
2016-09-25,Central,Furniture,Furnishings,68.64,17.16
2016-09-25,Central,Office Supplies,Art,3.04,1.0336
2016-09-25,Central,Office Supplies,Labels,15.936,5.1792
2016-09-25,Central,Technology,Accessories,499.95,174.9825
2016-09-25,East,Office Supplies,Appliances,286.256,17.891
2016-09-25,East,Office Supplies,Storage,355.76,-87.7288
2016-09-25,West,Furniture,Bookcases,477.666,84.294
2016-09-25,West,Furniture,Chairs,483.136,60.392
2016-09-25,West,Furniture,Tables,393.165,-204.4458
2016-09-25,West,Office Supplies,Art,22.32,8.6256
2016-09-25,West,Office Supplies,Binders,5.022,-3.5154
2016-09-25,West,Office Supplies,Labels,34.58,17.0908
2016-09-25,West,Office Supplies,Paper,70.94800000000001,27.641000000000002
2016-09-25,West,Technology,Copiers,479.976,161.9919
2016-09-25,West,Technology,Phones,44.736,4.4736
2016-09-26,Central,Furniture,Chairs,1202.523,-232.6041
2016-09-26,Central,Office Supplies,Appliances,93.032,-251.1864
2016-09-26,Central,Office Supplies,Binders,22.44,-36.5856
2016-09-26,Central,Office Supplies,Envelopes,8.928,3.348
2016-09-26,Central,Office Supplies,Paper,9.99,4.4955
2016-09-26,South,Technology,Accessories,431.976,-75.5958
2016-09-26,West,Furniture,Bookcases,424.9575,19.998
2016-09-26,West,Office Supplies,Appliances,236.88,66.3264
2016-09-26,West,Office Supplies,Art,35.4,13.452
2016-09-26,West,Office Supplies,Labels,7.83,3.6018
2016-09-26,West,Office Supplies,Paper,72.75999999999999,34.3268
2016-09-26,West,Office Supplies,Storage,51.45,13.8915
2016-09-26,West,Technology,Accessories,100.0,21.0
2016-09-27,Central,Furniture,Bookcases,956.6648,-225.0976
2016-09-27,East,Office Supplies,Binders,2.907,-2.0349
2016-09-27,South,Office Supplies,Art,13.89,4.5837
2016-09-27,South,Office Supplies,Paper,17.94,8.7906
2016-09-27,West,Technology,Phones,1001.584,125.198
2016-09-28,Central,Office Supplies,Paper,99.136,30.98
2016-09-29,Central,Office Supplies,Art,40.88,10.6288
2016-09-29,East,Office Supplies,Labels,15.936,5.1792
2016-09-29,South,Office Supplies,Art,25.92,7.776
2016-09-29,South,Office Supplies,Binders,62.94,30.2112
2016-09-29,South,Technology,Accessories,209.97,71.3898
2016-09-29,West,Office Supplies,Art,10.496,1.1808
2016-09-29,West,Office Supplies,Binders,27.24,9.534
2016-09-29,West,Office Supplies,Paper,18.97,9.1056
2016-09-29,West,Technology,Accessories,36.24,15.2208
2016-09-29,West,Technology,Phones,859.2,75.18
2016-09-30,Central,Office Supplies,Binders,1.964,-3.2406
2016-09-30,East,Furniture,Bookcases,523.92,-26.196
2016-10-01,Central,Furniture,Furnishings,41.85,10.881
2016-10-01,Central,Office Supplies,Paper,28.352,9.5688
2016-10-01,Central,Technology,Accessories,79.512,20.8719
2016-10-01,Central,Technology,Phones,69.9,18.873
2016-10-01,East,Furniture,Tables,330.588,-115.7058
2016-10-01,South,Office Supplies,Art,30.976,5.0336
2016-10-01,South,Office Supplies,Binders,5.388,-4.49
2016-10-01,West,Furniture,Chairs,194.848,12.178
2016-10-02,Central,Office Supplies,Art,33.96,9.5088
2016-10-02,Central,Office Supplies,Binders,770.35,348.03229999999996
2016-10-02,Central,Office Supplies,Storage,32.48,4.872
2016-10-02,Central,Technology,Copiers,17499.95,8399.976
2016-10-02,East,Office Supplies,Appliances,61.44,16.5888
2016-10-02,West,Office Supplies,Binders,54.792,-40.1808
2016-10-03,Central,Furniture,Furnishings,38.08,-29.512
2016-10-03,Central,Office Supplies,Envelopes,15.648,5.0856
2016-10-03,East,Furniture,Chairs,599.292,93.2232
2016-10-03,West,Furniture,Chairs,915.136,102.9528
2016-10-03,West,Office Supplies,Labels,6.16,2.9568
2016-10-03,West,Office Supplies,Paper,106.38,49.8274
2016-10-04,Central,Office Supplies,Envelopes,59.752,19.4194
2016-10-04,East,Furniture,Tables,239.372,-23.9372
2016-10-04,East,Office Supplies,Binders,30.4,13.984
2016-10-04,East,Office Supplies,Storage,119.1,34.539
2016-10-04,East,Technology,Copiers,5399.91,2591.9568
2016-10-04,South,Furniture,Furnishings,11.568,2.6028
2016-10-04,South,Technology,Phones,52.68,19.755
2016-10-06,Central,Office Supplies,Binders,28.85,14.425
2016-10-06,West,Office Supplies,Binders,29.880000000000003,-24.101599999999998
2016-10-06,West,Technology,Accessories,67.96,0.8495
2016-10-06,West,Technology,Machines,703.71,-938.28
2016-10-07,East,Office Supplies,Labels,4.928,1.7248
2016-10-07,West,Office Supplies,Binders,27.264,8.8608
2016-10-07,West,Office Supplies,Fasteners,93.36,0.9336
2016-10-07,West,Office Supplies,Paper,10.56,5.0688
2016-10-07,West,Technology,Machines,837.6,62.82
2016-10-08,Central,Furniture,Furnishings,51.712,-32.32
2016-10-08,Central,Office Supplies,Labels,60.144,20.2986
2016-10-08,South,Office Supplies,Storage,387.72,-67.851
2016-10-08,West,Office Supplies,Paper,61.96,27.882
2016-10-09,East,Furniture,Furnishings,332.832,-24.9624
2016-10-09,East,Office Supplies,Paper,19.136,5.98
2016-10-09,East,Technology,Phones,23.976,-15.5844
2016-10-09,West,Furniture,Furnishings,169.568,0.0
2016-10-09,West,Office Supplies,Art,1.408,0.1584
2016-10-10,Central,Furniture,Furnishings,14.0,-6.3
2016-10-10,Central,Office Supplies,Binders,16.392,-26.2272
2016-10-10,South,Office Supplies,Binders,4.095,-2.73
2016-10-10,South,Office Supplies,Supplies,20.608,-4.3792
2016-10-10,West,Furniture,Bookcases,90.882,-190.8522
2016-10-10,West,Furniture,Chairs,120.784,13.5882
2016-10-10,West,Technology,Phones,15.992,-2.9985
2016-10-11,Central,Office Supplies,Art,33.064,4.133
2016-10-13,Central,Furniture,Furnishings,139.92,-150.414
2016-10-13,Central,Office Supplies,Art,15.872,1.1904
2016-10-13,Central,Office Supplies,Binders,6.286,-11.0005
2016-10-13,Central,Office Supplies,Paper,8.288,3.0044
2016-10-13,Central,Technology,Accessories,191.976,23.997
2016-10-13,East,Furniture,Furnishings,82.26,33.7266
